Index,Date,Open,High,Low,Close,Adj Close,Volume
399001.SZ,05-04-2012,9410.969727,9737.900391,9388.780273,9709.030273,9708.921875,70300
399001.SZ,06-04-2012,9704.879883,9811.679688,9684.370117,9786.19043,9786.081055,62700
399001.SZ,09-04-2012,9739.070313,9802.230469,9650.570313,9710.910156,9710.801758,66100
399001.SZ,10-04-2012,9682.830078,9795.969727,9516.889648,9795.969727,9795.860352,66500
399001.SZ,11-04-2012,9683.110352,9920.339844,9666.540039,9802.320313,9802.210938,60700
399001.SZ,12-04-2012,9817.780273,10013.2002,9779.679688,10007.65039,10007.53809,87100
399001.SZ,13-04-2012,10043.25977,10116.12012,10008.66992,10043.71973,10043.60742,94900
399001.SZ,16-04-2012,9975.629883,10063.66992,9954.889648,10000.30957,10000.19824,58800
399001.SZ,17-04-2012,9999.200195,10022.54981,9837.780273,9839.919922,9839.80957,57200
399001.SZ,18-04-2012,9888.049805,10082.82031,9842.070313,10069.53027,10069.41699,82300
399001.SZ,19-04-2012,10049.76953,10080,9971.620117,10015.41016,10015.29785,61300
399001.SZ,20-04-2012,10004.28027,10144.54004,9996.719727,10131.04004,10130.92676,82500
399001.SZ,23-04-2012,10142,10154.50977,10034.25,10076.04981,10075.93652,74700
399001.SZ,24-04-2012,10010.34961,10180.08008,9841.44043,10041.88965,10041.77734,91900
399001.SZ,25-04-2012,10012.84961,10182.08984,9993.69043,10162.00977,10161.89551,87600
399001.SZ,26-04-2012,10182.45996,10258.57031,10152.04981,10201.65039,10201.53613,78300
399001.SZ,27-04-2012,10191.08984,10244.98047,10172.51953,10180.38965,10180.27539,84600
399001.SZ,02-05-2012,10319.48047,10500.15039,10253.04004,10424.94043,10424.82324,123700
399001.SZ,03-05-2012,10415.29004,10479.59961,10400.32031,10468.37988,10468.2627,99500
399001.SZ,04-05-2012,10464.58984,10576.20996,10410.94043,10573.59961,10573.48047,86000
399001.SZ,07-05-2012,10512.69043,10616.28027,10509.75977,10612.88965,10612.77051,98800
